Facility Name,CMS Certification Number (CCN),Alternate CCN 1,Alternate CCN 2,Address 1,Address 2,City,State,Zip Code,Network,Hemoglobin 12 g/dL Measure Score,Hemoglobin 12 g/dL Performance Period Rate,Number of Patients Included in Hemoglobin Measure Score Performance Period,Hemoglobin 12 g/dL Baseline Period Rate,Number of Patients Included in Hemoglobin Measure Score Baseline Period,Hemoglobin 12 g/dL Performance Score Applied,Kt/V Adult Hemodialysis Measure Score,Kt/V Adult Hemodialysis Performance Period Rate,Number of Patients Included in Kt/V Adult Hemodialysis  Measure Score Performance Period,Number of Kt/V Adult Hemodialysis Patient Months Performance Period,Kt/V Adult Hemodialysis Baseline Period Rate,Number of Kt/V Adult Hemodialysis  Patient Months Baseline Period,Kt/V Adult Hemodialysis Performance Score Applied,Kt/V Adult Peritoneal Dialysis Measure Score,Kt/V Adult Peritoneal Dialysis Performance Period Rate,Number of Patients Included in Kt/V Adult Peritoneal Dialysis Measure Score  Performance Period,Number of Kt/V Adult Peritoneal Dialysis Patient Months Performance Period,Kt/V Adult Peritoneal Dialysis Baseline Period Rate,Number of Kt/V Adult Peritoneal Dialysis Patient Months Baseline Period,Kt/V Adult Peritoneal Dialysis Performance Score Applied,Kt/V Pediatric Hemodialysis Measure Score,Kt/V Pediatric Hemodialysis Performance Period Rate,Number of Patients Included in Kt/V Pediatric Hemodialysis  Measure Score Performance Period,Number of Kt/V Pediatric Hemodialysis Patient Months Performance Period,Kt/V Pediatric Hemodialysis Baseline Period Rate,Number of Kt/V Pediatric Hemodialysis Patient Months Baseline Period,Kt/V Pediatric Hemodialysis Performance Score Applied,Kt/V Dialysis Adequacy Combined Measure Score,Fistula Measure Score,Fistula Performance Period Rate,Number of Patients Included in Fistula Measure Score  Performance Period,Number of Fistula Patient Months Performance Period,Fistula Baseline Period Rate,Number of Fistula Patient Months Baseline Period,Fistula Performance Score Applied,Catheter Measure Score,Catheter Performance Period Rate,Number of  Patients Included in Catheter Measure Score Performance Period,Number of Catheter Patient Months Performance Period,Catheter Baseline Period Rate,Number of Catheter Patient Months Baseline Period,Catheter Performance Score Applied,Vascular Access Combined Measure Score,Hypercalcemia Measure Score,Hypercalcemia Performance Period Rate,Number of  Patients Included in Hypercalcemia Measure Score Performance Period,Number of Hypercalcemia Patient Months Performance Period,Hypercalcemia Baseline Period Rate,Number of Hypercalcemia Patient Months Baseline Period,Hypercalcemia Performance Score Applied,NHSN Measure Score,NHSN Performance Period  Rate,Total number of eligible NHSN Patients,ICH CAHPS Admin Score,Mineral Metabolism Reporting Score,Anemia Management Reporting Score,Total Performance Score,PY2016 Payment Reduction Percentage,CMS Certification Date,"Ownership as of December 31, 2013",Date of ownership record update
US RENAL WEST COUNTY DIALYSIS,262620,,,13190 SOUTH OUTER 40 ROAD,,CHESTERFIELD,MO,63017,12,10,0%,21,0%,20,Achievement,3,85%,72,213,79%,225,Improvement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,3,2,50%,25,158,42%,187,Improvement,0,36%,32,109,39%,151,Achievement,1,6,2%,35,125,3%,188,Achievement,7,0.487,126,10,4,10,60,No Reduction,07/25/2007,NOT A CHAIN,07/26/2007
ELLISVILLE DIALYSIS CENTER,262621,,,257 CLARKSON ROAD,,ELLISVILLE,MO,63011,12,10,0%,22,0%,28,Achievement,9,97%,38,290,78%,324,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,4,61%,34,309,73%,332,Achievement,3,16%,37,270,11%,318,Achievement,3,8,1%,43,301,3%,445,Achievement,0,3.396,76,10,10,10,69,No Reduction,06/06/2007,NOT A CHAIN,06/07/2007
"DIALYSIS CLINICS, INC - WARRENSBURG",262622,,,609 C EAST YOUNG ST,,WARRENSBURG,MO,64093,12,10,0%,25,0%,24,Achievement,9,97%,38,292,96%,314,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,10,81%,30,296,81%,323,Achievement,3,15%,34,285,13%,291,Achievement,6,8,1%,36,247,3%,305,Achievement,10,0,56,10,7,10,87,No Reduction,06/29/2007,"DIALYSIS CLINIC, INC.",01/02/1950
RAI CARE CENTER ARMORY ST,262623,,,105 ARMORY STREET,,FREDERICKTOWN,MO,63645,12,10,0%,12,0%,12,Achievement,8,95%,16,128,87%,127,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,4,59%,13,139,55%,145,Achievement,0,27%,14,126,23%,133,Achievement,2,10,0%,13,88,0%,138,Achievement,10,0,24,N/A,4,10,76,No Reduction,10/22/2007,FRESENIUS MEDICAL CARE,10/23/2007
US RENAL CARE FERGUSON DIALYSIS,262624,,,800 CHAMBERS ROAD,,FERGUSON,MO,63135,12,10,0%,55,0%,53,Achievement,8,95%,70,541,93%,552,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,0,42%,60,595,41%,577,Achievement,1,24%,63,532,29%,535,Improvement,1,8,1%,71,564,1%,615,Achievement,10,0,88,10,7,10,78,No Reduction,12/05/2007,NOT A CHAIN,12/06/2007
NORTH SAINT LOUIS COUNTY DIALYSIS,262625,,,13119 NEW HALLS FERRY ROAD,,FLORISSANT,MO,63033,12,10,0%,33,0%,34,Achievement,8,95%,55,383,81%,321,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,3,56%,41,405,64%,333,Achievement,5,12%,42,300,7%,285,Achievement,4,8,1%,48,335,2%,320,Achievement,0,2.322,103,10,9,10,68,No Reduction,11/15/2007,DAVITA,11/16/2007
EASTLAND DIALYSIS,262626,,,19101 E VALLEY VIEW PKWY STE E,,INDEPENDENCE,MO,64055,12,10,0%,24,0%,23,Achievement,10,98%,41,262,97%,262,Achievement,N/A,Insufficient data,4,31,Insufficient data,51,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,7,70%,31,283,67%,257,Achievement,7,8%,35,252,3%,226,Achievement,7,8,1%,45,306,0%,333,Achievement,2,1.422,74,10,9,10,79,No Reduction,01/22/2008,DAVITA,01/23/2008
FRONTENAC HOME DIALYSIS CENTER,262627,,,10435 CLAYTON RD SUITE 201,,FRONTENAC,MO,63131,12,N/A,Insufficient data,9,7%,15,N/A,N/A,Insufficient data,2,3,Insufficient data,31,N/A,N/A,Insufficient data,9,63,Insufficient data,58,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,10,100%,14,136,85%,143,Achievement,10,0%,14,122,6%,127,Achievement,10,7,2%,28,204,7%,216,Improvement,N/A,Insufficient data,5,N/A,8,9,87,No Reduction,12/14/2007,FRESENIUS MEDICAL CARE,12/15/2007
EUREKA DIALYSIS CENTER,262628,,,419 MERAMEC BLVD,,EUREKA,MO,63025,12,10,0%,12,0%,16,Achievement,9,97%,23,146,99%,204,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,8,71%,17,147,79%,202,Achievement,7,7%,19,135,5%,191,Achievement,7,10,0%,19,118,0%,214,Achievement,10,0,41,N/A,10,10,94,No Reduction,02/20/2008,DAVITA,02/21/2008
FMC - WENTZVILLE,262629,,,1534 WEST MEYER ROAD,,WENTZVILLE,MO,63385,12,10,0%,27,0%,22,Achievement,0,85%,30,199,88%,221,Achievement,8,90%,11,95,Insufficient data,76,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,2,7,68%,26,233,76%,229,Achievement,8,5%,26,207,1%,237,Achievement,8,6,2%,49,333,4%,368,Achievement,10,0,44,10,3,4,69,No Reduction,02/27/2008,FRESENIUS MEDICAL CARE,05/19/2015
FMC - CENTERPOINT,262630,,,19401 E 37TH TERRACE COURT SOUTH SUITE 200,,INDEPENDENCE,MO,64057,12,10,0%,24,0%,32,Achievement,3,89%,34,225,90%,262,Achievement,5,80%,14,87,87%,94,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,5,64%,29,287,69%,306,Achievement,5,12%,34,267,10%,294,Achievement,5,6,2%,61,457,4%,563,Achievement,6,0.646,68,10,7,3,63,No Reduction,05/22/2008,FRESENIUS MEDICAL CARE,05/23/2008
DAVITA - WESTPORT RENAL CENTER,262631,,,3947 BROADWAY ST,,KANSAS CITY,MO,64111,12,10,0%,40,0%,38,Achievement,8,96%,65,517,98%,480,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,7,70%,49,509,74%,488,Achievement,10,2%,50,481,5%,469,Achievement,9,8,1%,73,567,3%,632,Achievement,2,1.437,114,10,8,10,79,No Reduction,10/16/2008,DAVITA,09/03/2008
FMC - SULLIVAN,262632,,,123 PROGRESS PARKWAY,,SULLIVAN,MO,63080,12,10,0%,20,0%,19,Achievement,4,90%,32,202,91%,198,Achievement,6,85%,12,84,Insufficient data,48,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,5,8,72%,23,212,74%,222,Achievement,6,9%,28,201,7%,193,Achievement,7,5,3%,37,261,0%,260,Achievement,7,0.482,47,10,3,3,65,No Reduction,02/09/2009,FRESENIUS MEDICAL CARE,01/02/2009
FMC - FLORISSANT,262633,,,577 HODERSHELL ROAD,,FLORISSANT,MO,63031,12,10,0%,46,0%,40,Achievement,0,79%,49,406,85%,421,Achievement,0,55%,19,123,78%,81,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,0,7,70%,42,431,80%,415,Achievement,2,17%,46,405,8%,390,Achievement,4,0,6%,85,670,4%,628,Achievement,10,0,87,10,4,2,52,0.5%,06/03/2009,FRESENIUS MEDICAL CARE,06/04/2009
TIMBERLAKE DIALYSIS,262634,,,12110 HOLMES RD,,KANSAS CITY,MO,64145,12,10,0%,16,0%,22,Achievement,1,86%,44,194,87%,230,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,1,4,61%,21,186,59%,217,Achievement,6,9%,26,161,7%,148,Achievement,5,6,2%,29,201,0%,212,Achievement,5,0.833,84,10,10,10,65,No Reduction,08/12/2009,DAVITA,08/13/2009
DEXTER DIALYSIS,262635,,,2010 N OUTER RD,,DEXTER,MO,63841,12,10,0%,21,0%,14,Achievement,8,96%,31,269,95%,206,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,10,78%,30,299,80%,210,Achievement,9,4%,30,264,9%,193,Achievement,10,10,0%,36,282,0%,225,Achievement,0,2.020,51,10,8,10,79,No Reduction,08/19/2009,DAVITA,08/20/2009
VILLA OF WATERBURY,262636,,,929 WATERBURY FALLS DRIVE,,O FALLON,MO,63368,12,N/A,Insufficient data,9,0%,15,N/A,4,91%,22,145,93%,167,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,5,64%,16,152,61%,171,Achievement,10,0%,15,130,0%,156,Achievement,7,8,1%,17,120,1%,194,Achievement,10,0,46,N/A,9,10,78,No Reduction,10/05/2009,DAVITA,10/06/2009
HANNIBAL DIALYSIS,262637,,,3140 PALMYRA ROAD,,HANNIBAL,MO,63401,12,10,0%,37,0%,46,Achievement,9,97%,44,365,92%,406,Achievement,N/A,Insufficient data,6,45,Insufficient data,76,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,10,87%,40,420,79%,481,Achievement,10,1%,45,406,0%,455,Achievement,10,10,0%,52,397,0%,507,Achievement,3,1.368,64,10,10,10,87,No Reduction,10/01/2009,DAVITA,10/02/2009
VILLA OF ST JOHN,262639,,,9030 ST CHARLES ROCK ROAD,,SAINT LOUIS,MO,63114,12,10,0%,11,Insufficient data,10,Achievement,9,97%,16,113,98%,108,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,3,56%,11,122,65%,130,Achievement,7,8%,12,113,4%,111,Achievement,5,10,0%,17,140,0%,146,Achievement,2,1.539,30,N/A,10,10,77,No Reduction,05/12/2010,DAVITA,05/13/2010
MAPLE VALLEY DIALYSIS,262640,,,649 MAPLE VALLEY DRIVE,,FARMINGTON,MO,63640,12,N/A,Insufficient data,9,0%,11,N/A,10,100%,18,116,96%,128,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,7,69%,13,135,59%,140,Achievement,8,6%,17,125,2%,120,Achievement,8,10,0%,19,155,0%,163,Achievement,0,4.206,37,N/A,9,10,74,No Reduction,07/07/2010,DAVITA,07/08/2010
"GATEWAY ST LOUIS DIALYSIS, LLC",262642,,,4100 UNION BLVD,,SAINT LOUIS,MO,63115,12,10,0%,37,0%,41,Achievement,10,98%,58,546,96%,569,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,1,50%,53,571,52%,601,Achievement,4,13%,56,536,13%,566,Achievement,3,10,0%,59,479,0%,569,Achievement,2,1.412,79,10,10,10,76,No Reduction,02/09/2011,NOT A CHAIN,02/02/2015
SIKESTON JAYCEE REGIONAL DIALYSIS,262643,,,135 PLAZA DR # 101,,SIKESTON,MO,63801,12,10,0%,83,1%,67,Achievement,10,99%,100,896,99%,716,Achievement,N/A,Insufficient data,10,71,100%,94,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,1,52%,92,970,52%,777,Achievement,8,5%,96,915,6%,728,Achievement,5,10,0%,101,785,1%,766,Achievement,0,2.188,135,10,10,10,76,No Reduction,03/01/2011,DAVITA,03/02/2011
GRANDVIEW DIALYSIS,262644,,,13812 S 71 HWY,,GRANDVIEW,MO,64030,12,10,0%,23,0%,17,Achievement,6,93%,33,202,97%,144,Achievement,N/A,Insufficient data,6,56,Insufficient data,48,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,6,8,71%,27,219,70%,149,Achievement,9,3%,26,169,8%,120,Achievement,8,10,0%,38,272,3%,293,Achievement,10,0,59,10,5,10,86,No Reduction,08/30/2011,DAVITA,08/30/2011
ADVANCED DIALYSIS SERVICES,262645,,,2655 MUEGGE ROAD SUITE 101,,SAINT CHARLES,MO,63303,12,10,0%,18,0%,17,Achievement,9,96%,22,118,82%,90,Improvement,7,81%,14,96,26%,112,Improvement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,7,70%,16,129,85%,94,Achievement,10,1%,15,107,7%,76,Achievement,8,10,0%,47,336,2%,321,Achievement,10,0,37,N/A,5,10,87,No Reduction,09/29/2011,NOT A CHAIN,03/09/2015
CHAMBERS DIALYSIS,262646,,,10241 LEWIS & CLARK BOULEVARD,,SAINT LOUIS,MO,63136,12,10,0%,58,0%,54,Achievement,7,94%,93,628,92%,444,Achievement,N/A,Insufficient data,9,78,Insufficient data,57,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,0,48%,65,662,45%,489,Achievement,5,11%,75,617,6%,352,Achievement,3,10,0%,106,809,1%,612,Achievement,3,1.317,168,10,10,10,73,No Reduction,01/30/2012,DAVITA,01/31/2012
ARNOLD DIALYSIS,262647,,,102 RICHARDSON XING,,ARNOLD,MO,63010,12,10,0%,13,0%,13,Achievement,10,99%,13,115,96%,113,Achievement,N/A,Insufficient data,1,12,Insufficient data,15,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,10,87%,15,139,76%,133,Achievement,9,3%,15,124,8%,112,Achievement,10,10,0%,27,204,0%,210,Achievement,7,0.589,37,N/A,7,9,90,No Reduction,01/30/2012,DAVITA,01/31/2012
TOWN AND COUNTRY WEST DIALYSIS,262648,,,12855 N 40 DRIVE SUITE L4,,SAINT LOUIS,MO,63141,12,10,0%,32,0%,24,Achievement,8,96%,32,239,97%,150,Achievement,9,93%,21,139,91%,95,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,6,66%,27,279,70%,201,Achievement,9,4%,30,257,13%,157,Achievement,8,10,0%,61,471,0%,372,Achievement,0,3.739,53,10,9,9,76,No Reduction,01/31/2012,DAVITA,02/01/2012
BOWLES AVENUE DIALYSIS,262649,,,1011 BOWLES AVENUE SUITE 210,,FENTON,MO,63026,12,10,0%,20,0%,14,Achievement,8,95%,26,166,97%,92,Achievement,10,100%,13,92,Insufficient data,69,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,9,75%,19,177,68%,108,Achievement,7,8%,20,144,10%,73,Achievement,8,10,0%,54,371,2%,198,Achievement,4,1.059,64,10,8,10,84,No Reduction,02/29/2012,DAVITA,03/01/2012
HEARTLAND KIDNEY CENTER,262650,,,2828 SOUTH GRAND,,CARTHAGE,MO,64836,12,10,0%,24,0%,21,Achievement,10,100%,27,243,99%,238,Achievement,N/A,Insufficient data,3,20,Insufficient data,31,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,5,63%,25,259,76%,238,Achievement,0,28%,26,240,12%,223,Achievement,2,10,0%,35,262,0%,314,Achievement,5,0.845,39,10,10,10,79,No Reduction,04/11/2012,NOT A CHAIN,04/12/2012
SWOPE DIALYSIS,262651,,,4407 EAST 50TH TERRACE,,KANSAS CITY,MO,64130,12,10,0%,57,0%,33,Achievement,8,95%,75,640,94%,340,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,7,68%,67,688,70%,370,Achievement,8,6%,68,591,7%,259,Achievement,8,10,0%,98,763,1%,428,Achievement,5,0.817,135,10,10,10,86,No Reduction,10/19/2012,DAVITA,10/19/2012
FMC - WEST PLAINS,262652,,,1449 GIBSON AVE,,WEST PLAINS,MO,65775,12,N/A,Insufficient data,4,Insufficient data,5,N/A,N/A,Insufficient data,0,0,Insufficient data,1,N/A,N/A,Insufficient data,8,85,85%,85,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,2,17,Insufficient data,9,N/A,N/A,Insufficient data,2,12,Insufficient data,10,N/A,N/A,10,0%,12,85,Insufficient data,87,Achievement,N/A,Insufficient data,2,N/A,8,4,90,No Reduction,10/02/2012,FRESENIUS MEDICAL CARE,10/02/2012
BETHANY HEALTH SERVICES,262653,,,903 N 25TH STREET,,BETHANY,MO,64424,12,10,0%,14,Insufficient data,10,Achievement,10,99%,16,137,97%,89,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,10,81%,14,147,84%,113,Achievement,6,9%,16,137,4%,80,Achievement,8,10,0%,15,119,0%,94,Achievement,0,2.100,18,N/A,10,10,81,No Reduction,10/30/2012,NOT A CHAIN,10/30/2012
SOUTH CITY DIALYSIS,262654,,,3740 S JEFFERSON AVE,,SAINT LOUIS,MO,63118,12,10,0%,18,0%,11,Achievement,4,90%,25,174,85%,85,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,3,47%,23,205,32%,82,Improvement,5,12%,24,167,11%,46,Achievement,4,10,0%,27,203,0%,65,Achievement,1,1.775,41,10,8,10,65,No Reduction,01/16/2013,DAVITA,01/16/2013
COLUMBIA HOME DIALYSIS,262655,,,3320 BLUFF CREEK DRIVE,,COLUMBIA,MO,65201,12,10,0%,27,5%,19,Achievement,N/A,Insufficient data,2,2,Insufficient data,0,N/A,9,92%,22,206,91%,140,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,9,74%,12,109,Insufficient data,80,Achievement,9,3%,13,101,Insufficient data,50,Achievement,9,10,0%,31,168,0%,88,Achievement,N/A,Insufficient data,3,N/A,6,10,91,No Reduction,03/03/2013,DAVITA,03/03/2013
SPRINGFIELD NORTH DIALYSIS,262656,,,1007 E KEARNEY ST,,SPRINGFIELD,MO,65803,12,10,0%,18,Insufficient data,7,Achievement,4,91%,36,163,87%,60,Achievement,N/A,Insufficient data,8,32,Insufficient data,3,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,9,76%,18,160,Insufficient data,50,Achievement,8,6%,20,128,Insufficient data,21,Achievement,8,6,2%,35,243,Insufficient data,36,Achievement,10,0,81,10,6,10,80,No Reduction,03/25/2013,DAVITA,03/25/2013
HEARTLAND KIDNEY AND DIALYSIS CENTER,262657,,,833 N BUSINESS 71,,NEOSHO,MO,64850,12,10,0%,28,0%,15,Achievement,10,98%,32,280,97%,115,Achievement,N/A,Insufficient data,6,57,Insufficient data,31,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,10,79%,29,318,74%,115,Achievement,7,8%,31,295,17%,63,Achievement,8,8,1%,39,333,0%,132,Achievement,0,Not Reported,37,10,10,10,79,No Reduction,05/29/2013,NOT A CHAIN,05/29/2013
FRESENIUS MEDICAL CARE NEOSHO,262658,,,915 W HARMONY ST SUITE B,,NEOSHO,MO,64850,12,10,0%,11,Insufficient data,5,Achievement,5,92%,18,141,86%,59,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,5,4,59%,15,152,Insufficient data,58,Achievement,0,25%,16,141,Insufficient data,28,Achievement,2,0,13%,19,132,Insufficient data,5,Achievement,10,0,31,N/A,4,10,61,No Reduction,06/27/2013,FRESENIUS MEDICAL CARE,06/27/2013
"NXSTAGE ST LOUIS, LLC",262659,,,1076 OLD DES PERES ROAD,,SAINT LOUIS,MO,63131,12,N/A,Insufficient data,5,Insufficient data,1,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,6,27,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,4,24,Insufficient data,8,N/A,N/A,Insufficient data,5,16,Insufficient data,2,N/A,N/A,10,0%,20,118,Insufficient data,9,Achievement,10,0,17,0,7,10,89,No Reduction,09/10/2013,NOT A CHAIN,06/27/2013
NEVADA DIALYSIS,262660,,,324 N CENTENIAL,,NEVADA,MO,64772,12,10,0%,14,Insufficient data,0,Achievement,8,95%,17,108,Insufficient data,5,Achievement,N/A,Insufficient data,4,24,Insufficient data,2,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,4,61%,14,123,Insufficient data,0,Achievement,3,16%,14,85,Insufficient data,0,Achievement,4,10,0%,24,179,Insufficient data,0,Achievement,1,1.627,30,N/A,10,10,73,No Reduction,11/06/2013,NOT A CHAIN,11/06/2013
DCI LAKE HOME DIALYSIS,262661,,,5816 OSAGE BEACH PKY #111,,OSAGE BEACH,MO,65065,12,N/A,Insufficient data,6,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,10,69,Insufficient data,2,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,10,0%,12,79,Insufficient data,0,Achievement,N/A,Insufficient data,0,N/A,9,10,99,No Reduction,11/20/2013,"DIALYSIS CLINIC, INC.",10/28/2013
EXCELSIOR SPRINGS DIALYSIS,262662,,,1745 W JESSE JAMES RD,,EXCELSIOR SPRINGS,MO,64024,12,N/A,Insufficient data,8,Insufficient data,0,N/A,6,93%,11,73,Insufficient data,0,Achievement,N/A,Insufficient data,1,4,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,6,3,58%,11,93,Insufficient data,0,Achievement,4,14%,11,60,Insufficient data,0,Achievement,4,10,0%,13,71,Insufficient data,0,Achievement,N/A,1.074,18,N/A,9,10,71,No Reduction,02/24/2014,DAVITA,02/24/2014
KANSAS AVENUE DIALYSIS,262663,,,604 S KANSAS AVE,,CLINTON,MO,64735,12,N/A,Insufficient data,4,Insufficient data,0,N/A,N/A,Insufficient data,9,31,Insufficient data,0,N/A,N/A,Insufficient data,1,4,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,5,36,Insufficient data,0,N/A,N/A,Insufficient data,5,18,Insufficient data,0,N/A,N/A,N/A,Insufficient data,7,29,Insufficient data,0,N/A,N/A,N/A,29,N/A,10,10,No Score Calculated,No Reduction,03/13/2014,DAVITA,03/13/2014
FMC - POPLAR BLUFF HOME,262664,,,2210 BARRON RD SUITE 222,,POPLAR BLUFF,MO,63901,12,N/A,Insufficient data,4,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,6,16,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,4,24,Insufficient data,0,N/A,N/A,Insufficient data,4,12,Insufficient data,0,N/A,N/A,N/A,Insufficient data,8,23,Insufficient data,0,N/A,N/A,Insufficient data,1,N/A,0,10,No Score Calculated,No Reduction,06/30/2014,FRESENIUS MEDICAL CARE,06/30/2014
WASHINGTON HOME TRAINING,262665,,,1040 WASHINGTON SQUARE,,WASHINGTON,MO,63090,12,N/A,Insufficient data,9,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,99%,16,107,Insufficient data,0,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,N/A,Insufficient data,1,8,Insufficient data,0,N/A,N/A,Insufficient data,1,5,Insufficient data,0,N/A,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,2,N/A,5,10,94,No Reduction,05/05/2014,DAVITA,05/05/2014
FMC - WEST PLAINS MIDWEST,262667,,,803 W BROADWAY ST,,WEST PLAINS,MO,65775,12,N/A,Insufficient data,1,Insufficient data,0,N/A,N/A,Insufficient data,4,8,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,1,4,Insufficient data,0,N/A,N/A,Insufficient data,1,1,Insufficient data,0,N/A,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,10,N/A,N/A,N/A,No Score Calculated,No Reduction,08/19/2014,FRESENIUS MEDICAL CARE,08/19/2014
TRENTON DIALYSIS,262668,,,1709 E 9TH ST,,TRENTON,MO,64683,12,N/A,Insufficient data,0,Insufficient data,0,N/A,10,100%,11,22,Insufficient data,0,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,13,N/A,N/A,N/A,No Score Calculated,No Reduction,10/07/2014,DAVITA,12/09/2014
FMC - SIKESTON,262669,,,801 PLANTATION BLVD,,SIKESTON,MO,63801,12,N/A,Insufficient data,0,Insufficient data,0,N/A,4,91%,16,28,Insufficient data,0,Achievement,N/A,Insufficient data,2,3,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,24,N/A,N/A,N/A,No Score Calculated,No Reduction,12/11/2014,FRESENIUS MEDICAL CARE,02/02/2015
